0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
183,OSK,Oshkosh Corporation,4.77,4,3.73,6417137700,6.4171377,0.0163,3,3.67,2,3.67,4,A-,C,A-,A,B
184,AVGO,Broadcom Inc.,4.77,3.4,4.3,3.60E+11,359.757,0.021,1,2.33,4.33,4,2.33,C+,A+,A,C+,D
185,ANET,Arista Networks| Inc.,4.77,3.66,4.03,57185735000,57.185735, N/A ,1,3.67,4,4,3.33,A-,A,A,B+,D
186,GBDC,Golub Capital BDC,4.77,3.33,3.8,2404853500,2.4048535,0.0947,4,3.67,3.67,3,4,A-,A-,B,A,A
187,TCOM,Trip.com Group Limited,4.76,4,4.68,23028777000,23.028777, N/A ,2.33,4.33,2.33,2.67,4,A+,C+,B-,A,C+
188,WKSP,Worksport Ltd.,4.76,3,4,46730636,0.046730636, N/A ,2,4,4,4,4,A,A,A,A,C
189,URBN,Urban Outfitters| Inc.,4.76,3.5,3.46,3106086660,3.10608666, N/A ,3,3,2.67,3.67,3.67,B,B-,A-,A-,B
190,MRAM,Everspin Technologies| Inc.,4.76,3,4,202471024,0.202471024, N/A ,1,3.33,3.33,4,4.33,B+,B+,A,A+,D
191,CCOI,Cogent Communications Holdings| Inc.,4.76,4,3.75,3181092350,3.18109235,0.0568,2.67,4,4.33,3.67,3.67,A,A+,A-,A-,B-
192,CIB,Bancolombia S.A.,4.76,5,3.45,7022099500,7.0220995,0.0941,4.33,4.33,3.33,3,3.33,A+,B+,B,B+,A+
193,ICAD,iCAD| Inc.,4.76,N/A,4.75,53047208,0.053047208, N/A ,2.67,2.33,3,4,4,C+,B,A,A,B-
194,INZY,Inozyme Pharma| Inc.,4.76,3,4.57,270375936,0.270375936, N/A ,3,2.33,2,4,4.33,C+,C,A,A+,B
195,FCNCA,First Citizens BancShares| Inc.,4.75,4,4.33,19554445300,19.5544453,0.0023,2,4.33,3.67,4.33,2.67,A+,A-,A+,B-,C
196,ITUB,Ita£ Unibanco Holding S.A.,4.75,4,3.55,51451458000,51.451458,0.024,2.33,4,4.33,3.67,3.33,A,A+,A-,B+,C+
197,STNE,StoneCo Ltd.,4.75,4.4,3.63,3635602180,3.63560218, N/A ,4,4.33,3,3.33,3.33,A+,B,B+,B+,A
198,HURN,Huron Consulting Group Inc.,4.75,N/A,4.75,1765726850,1.76572685, N/A ,1.67,3,2.33,4,3.33,B,C+,A,B+,C-
199,GBX,The Greenbrier Companies| Inc.,4.75,3,3.5,1210622590,1.21062259,0.0283,3,3.33,1.33,4,3.33,B+,D+,A,B+,B
200,KMTUY,Komatsu Ltd.,4.75,3.5,5,28495956000,28.495956,0.0334,3.33,3,3.33,3.67,4.33,B,B+,A-,A+,B+
201,TCPC,BlackRock TCP Capital Corp,4.75,4,4.14,700139260,0.70013926,0.1086,4,3.33,4,2.67,4,B+,A,B-,A,A
202,SXC,SunCoke Energy| Inc.,4.75,3,4,803222140,0.80322214,0.0355,3.67,2,2.67,4,4,C,B-,A,A,A-
203,BMRRY,B&M European Value Retail S.A.,4.74,N/A,5,7161155100,7.1611551,0.0593,3.33,3,3.67,4,4,B,A-,A,A,B+
204,HWKN,Hawkins| Inc.,4.74,N/A,4,1246641150,1.24664115,0.0102,1,2.67,3,4.33,4,B-,B,A+,A,D
205,ESNT,Essent Group Ltd.,4.74,4,4,5276669400,5.2766694,0.0199,1.67,2.67,4,4,4.33,B-,A,A,A+,C-
206,GLAD,Gladstone Capital,4.74,3.75,3.4,390638944,0.390638944,0.089,4,4,4,3,3.67,A,A,B,A-,A
207,USAC,USA Compression Partners| LP,4.74,4,2.75,2174902270,2.17490227,0.0949,3,2.33,2,2.33,4,C+,C,C+,A,B
208,AIM,AIM ImmunoTech Inc.,4.74,N/A,4.66,29533216,0.029533216, N/A ,2.33,4,2.33,4,4,A,C+,A,A,C+
209,EB,Eventbrite| Inc.,4.74,4,4,959760450,0.95976045, N/A ,1.33,4.33,1.67,4,4.33,A+,C-,A,A+,D+
210,FUTU,Futu Holdings Limited,4.74,3.5,4.17,8321986600,8.3219866, N/A ,2.33,4.33,2.67,4,3.67,A+,B-,A,A-,C+
211,KNSA,Kiniksa Pharmaceuticals| Ltd.,4.73,4,4.6,1211080700,1.2110807, N/A ,1.67,4,4.33,4,4.33,A,A+,A,A+,C-
212,DLAKY,Deutsche Lufthansa AG,4.73,4,3,10305649700,10.3056497, N/A ,4.33,4.33,4,1.67,4,A+,A,C-,A,A+
213,HRZN,Horizon Technology Finance,4.73,3.4,3,392307008,0.392307008,0.1062,4,3.33,3.67,2.67,4.33,B+,A-,B-,A+,A
214,UOVEY,United Overseas Bank Limited,4.73,3.5,2,35813167000,35.813167,0.0556,3.33,2.67,4.33,2.67,4,B-,A+,B-,A,B+
215,BBDC,Barings BDC Inc,4.73,3.5,4.28,947993860,0.94799386,0.1124,4,2.67,4.33,3.33,3.33,B-,A+,B+,B+,A
216,HCWB,HCW Biologics Inc.,4.73,N/A,4,76523912,0.076523912, N/A ,2,4.33,3,3.33,3.67,A+,B,B+,A-,C
217,BYDDF,BYD Company Limited,4.73,3.85,4,95420957000,95.420957,0.0051,1,3.67,4.33,3,4.33,A-,A+,B,A+,D
218,OKTA,Okta| Inc.,4.73,3.5,3.97,14113387500,14.1133875, N/A ,1.67,4.33,3.33,3.33,3.33,A+,B+,B+,B+,C-
219,CGNT,Cognyte Software Ltd.,4.72,3.5,3.66,373387488,0.373387488, N/A ,3,2,2,4,3.67,C,C,A,A-,B
220,HOOD,Robinhood Markets| Inc.,4.72,3.83,3.15,9632939000,9.632939, N/A ,1.33,4.33,1,3.33,3.67,A+,D,B+,A-,D+
221,VCISY,Vinci SA,4.72,4,5,65514668000,65.514668,0.038,3.33,2,4.33,2.67,3.33,C,A+,B-,B+,B+
222,HLX,Helix Energy Solutions Group| Inc.,4.72,4,4.6,1618274820,1.61827482, N/A ,1,3.33,1.67,4.33,3,B+,C-,A+,B,D
223,CLH,Clean Harbors| Inc.,4.72,4,4.3,9104920600,9.1049206, N/A ,2,2.67,2.67,4,3.33,B-,B-,A,B+,C
224,NXPI,NXP Semiconductors N.V.,4.72,4,3.86,52253913000,52.253913,0.0197,1.33,1.67,4.33,3.33,4.33,C-,A+,B+,A+,D+
225,VST,Vistra Corp.,4.72,3,4.44,12096737300,12.0967373,0.0237,3.67,4,4,4.33,3.67,A,A,A+,A-,A-
226,GBOOY,Grupo Financiero Banorte| S.A.B. de C.V.,4.72,N/A,5,24670554100,24.6705541,0.0871,4,3.33,4,3.33,3.67,B+,A,B+,A-,A
227,DTRUY,Daimler Truck Holding AG,4.71,4,5,29303404500,29.3034045,0.0398,3.67,2.33,3,3,4.33,C+,B,B,A+,A-
228,MTW,The Manitowoc Company| Inc.,4.71,3,3,522527584,0.522527584, N/A ,4.33,4,1.33,3,3.67,A,D+,B,A-,A+
229,BAESY,BAE Systems plc,4.71,3.5,4.5,39515607000,39.515607,0.025,2,2,4,3.67,3.33,C,A,A-,B+,C
230,IDYA,IDEAYA Biosciences| Inc.,4.71,4,4.75,1697421820,1.69742182, N/A ,1.33,3.67,1,4.33,3,A-,D,A+,B,D+
231,WIX,Wix.com Ltd.,4.71,4,4.27,5321255400,5.3212554, N/A ,1.33,4.33,2.33,3,4,A+,C+,B,A,D+
232,AGM,Federal Agricultural Mortgage Corporation,4.71,4,4.66,1765512060,1.76551206,0.0257,1,2,3.67,4.33,3.67,C,A-,A+,A-,D
233,PHG,Koninklijke Philips N.V.,4.71,4,3.33,19750438900,19.7504389, N/A ,2.67,4,3.67,4,4.33,A,A-,A,A+,B-
234,UPWK,Upwork Inc.,4.71,3.33,3.7,1815533180,1.81553318, N/A ,1.67,4.33,1.67,3.67,4,A+,C-,A-,A,C-
235,SNEX,StoneX Group Inc.,4.7,4,5,1932249470,1.93224947, N/A ,4,3.67,1,2.67,3.67,A-,D,B-,A-,A
236,MSC,Studio City International Holdings Limited,4.7,N/A,4,1242193660,1.24219366, N/A ,1.67,2.33,1.67,4,4.33,C+,C-,A,A+,C-
237,SOI,Solaris Oilfield Infrastructure| Inc.,4.7,4,4,479167008,0.479167008,0.0402,2.33,2.67,1,3,4.33,B-,D,B,A+,C+
238,UL,Unilever PLC,4.7,3.4,3.5,1.28E+11,127.714,0.0359,2.33,2,4.33,3,4.33,C,A+,B,A+,C+
239,DE,Deere & Company,4.7,3.41,4.14,1.19E+11,118.688,0.0117,1.33,3.33,4.33,2.33,3.33,B+,A+,C+,B+,D+
240,CHTR,Charter Communications| Inc.,4.7,3.5,3.72,75436163000,75.436163, N/A ,2,3,4.33,4,2.33,B,A+,A,C+,C
241,VINP,Vinci Partners Investments Ltd.,4.7,3,4.2,576655620,0.57665562,0.0672,3.33,2.67,3.67,3.67,4.33,B-,A-,A-,A+,B+
242,ITRN,Ituran Location and Control Ltd.,4.7,4,4,587497220,0.58749722,0.0193,3,2.33,3.67,3.67,3.67,C+,A-,A-,A-,B
243,MSCLF,Satellos Bioscience Inc.,4.7,N/A,N/A,40860500,0.0408605, N/A ,3.33,4.33,3,4.33,2,A+,B,A+,C,B+
244,TWLO,Twilio Inc.,4.69,3.54,3.55,11359627300,11.3596273, N/A ,3,4.33,2,2.67,3.33,A+,C,B-,B+,B
245,BWEN,Broadwind| Inc.,4.69,3.5,4.5,81811152,0.081811152, N/A ,3,4,1.33,4,3.33,A,D+,A,B+,B
246,LYTS,LSI Industries Inc.,4.69,4,4.66,416602016,0.416602016,0.0136,2,3.33,2.67,4,4,B+,B-,A,A,C
247,ROAD,Construction Partners| Inc.,4.69,4,4.66,1913456380,1.91345638, N/A ,1.67,4,1.67,3.67,4,A,C-,A-,A,C-
248,LYRA,Lyra Therapeutics| Inc.,4.69,3.5,4.8,234845952,0.234845952, N/A ,1.67,2,2.33,4.33,3,C,C+,A+,B,C-
249,BASE,Couchbase| Inc.,4.69,3.5,4.27,900771140,0.90077114, N/A ,2.33,2.67,1.33,4,4.33,B-,D+,A,A+,C+
250,FSK,FS KKR Capital Corp,4.69,3.8,3.72,5604129300,5.6041293,0.1264,4.33,1.67,4.33,3,3.33,C-,A+,B,B+,A+
251,HEPS,D-Market Elektronik Hizmetler ve Ticaret A.S.,4.69,3,4.25,475957504,0.475957504, N/A ,3.33,3.67,1.67,4.33,3,A-,C-,A+,B,B+
252,BELFB,Bel Fuse Inc.,4.68,4.66,4.5,606019200,0.6060192,0.0062,3.33,3.33,3.33,3.67,4.33,B+,B+,A-,A+,B+
253,RYAAY,Ryanair Holdings plc,4.68,4.66,5,20198481900,20.1984819, N/A ,3.67,4,4.33,3,4.33,A,A+,B,A+,A-
254,MOH,Molina Healthcare| Inc.,4.68,4,3.68,19099080700,19.0990807, N/A ,2.67,2.67,4,3.67,4.33,B-,A,A-,A+,B-
255,EADSY,Airbus SE,4.68,4,4.5,1.10E+11,110.485,0.0142,1,3,4.33,3,4.33,B,A+,B,A+,D
256,MAIN,Main Street Capital,4.68,3.42,3.71,3380372990,3.38037299,0.0658,3.33,3,4.33,3,4,B,A+,B,A,B+
257,SAFRY,Safran SA,4.68,4,5,68259680000,68.25968,0.009,1,4,4,3.67,4,A,A,A-,A,D
258,ZIMV,ZimVie Inc.,4.68,3,2.5,299784960,0.29978496, N/A ,4,3.33,3.67,4,4,B+,A-,A,A,A
259,PNNT,PennantPark Investment Corporation,4.68,3.33,3.55,421350272,0.421350272,0.1176,4.33,4,4.33,3.67,3.33,A,A+,A-,B+,A+
260,HCMLY,Holcim Ltd,4.67,3,3,37892444000,37.892444,0.0389,3,2,4,3.33,4.33,C,A,B+,A+,B
261,PSN,Parsons Corporation,4.67,3,4.3,5817989600,5.8179896, N/A ,1.33,2.67,2,3.67,4.33,B-,C,A-,A+,D+
262,OBDC,Blue Owl Capital Corporation,4.67,3.83,4.33,5366621700,5.3666217,0.0944,4,3.33,4,3,3.33,B+,A,B,B+,A
263,ASUR,Asure Software| Inc.,4.67,3,4.62,274786816,0.274786816, N/A ,2.33,4.33,2.33,3.67,4.33,A+,C+,A-,A+,C+
264,TRIN,Trinity Capital Inc.,4.67,3.4,4.42,617966080,0.61796608,0.1461,4.33,3.67,3.67,3.67,3.33,A-,A-,A-,B+,A+
265,JAKK,JAKKS Pacific| Inc.,4.67,3.66,5,186053184,0.186053184, N/A ,4.33,1.67,3.67,2,3.33,C-,A-,C,B+,A+
266,INSW,International Seaways| Inc.,4.67,4.5,4.85,2003007230,2.00300723,0.0117,3.33,4.33,2.67,1.67,3.67,A+,B-,C-,A-,B+
267,ALKS,Alkermes plc,4.67,3.5,3.6,4971778000,4.971778, N/A ,2.67,4.33,4,3.33,4,A+,A,B+,A,B-
268,FAT,FAT Brands Inc.,4.66,3,5,113579032,0.113579032,0.0819,4,4.33,1,2,3.67,A+,D,C,A-,A
269,VSTM,Verastem| Inc.,4.66,4,4.66,244679392,0.244679392, N/A ,2.33,3.67,2,4,3.67,A-,C,A,A-,C+
270,NX,Quanex Building Products Corporation,4.66,3,5,919452420,0.91945242,0.0114,2.33,1.67,3,3.67,3.67,C-,B,A-,A-,C+
271,PEP,PepsiCo| Inc.,4.66,3.22,3.5,2.49E+11,249.478,0.0269,1,2,4.33,2.67,3,C,A+,B-,B,D
272,OPRA,Opera Limited,4.66,4,5,1217428350,1.21742835,0.0305,2.33,4.33,3.33,4.33,2.33,A+,B+,A+,C+,C+
273,KEX,Kirby Corporation,4.66,3,5,5056905200,5.0569052, N/A ,2,3.33,2.33,3.67,3.67,B+,C+,A-,A-,C
274,ALPN,Alpine Immune Sciences| Inc.,4.66,3,4.66,583530370,0.58353037, N/A ,1,3.67,1.33,4,3.67,A-,D+,A,A-,D
275,JHX,James Hardie Industries plc,4.66,4,4,12361635800,12.3616358, N/A ,1,3.33,2.67,4.33,4,B+,B-,A+,A,D
276,BSM,Black Stone Minerals| L.P.,4.65,3.5,3.6,3641039360,3.64103936,0.1081,3.67,2.67,3.67,2,3.67,B-,A-,C,A-,A-
277,LSEA,Landsea Homes Corporation,4.65,3,4,366953664,0.366953664, N/A ,3.67,1.67,2.67,4.33,2.67,C-,B-,A+,B-,A-
278,EMR,Emerson Electric Co.,4.65,4,4.29,58465804000,58.465804,0.021,1.33,4,4.33,3.33,3,A,A+,B+,B,D+
279,CZR,Caesars Entertainment| Inc.,4.65,3.6,4.4,11533078500,11.5330785, N/A ,2,3,3.67,3.33,4,B,A-,B+,A,C
280,MFIC,MidCap Financial Investment Corporation,4.65,4,3.7,870478720,0.87047872,0.1127,4,3.33,4,3.33,3.33,B+,A,B+,B+,A
281,CARS,Cars.com Inc.,4.65,3,4,1150563330,1.15056333, N/A ,1.33,3.67,3.33,4,3.67,A-,B+,A,A-,D+
282,WOR,Worthington Industries| Inc.,4.65,4,3,3418539780,3.41853978,0.0183,1,1.67,3,4.33,4.33,C-,B,A+,A+,D
283,GXO,GXO Logistics| Inc.,4.65,4,4.41,7163505200,7.1635052, N/A ,1.67,2.33,2,3.67,3.67,C+,C,A-,A-,C-
284,MVST,Microvast Holdings| Inc.,4.64,4,4.66,663848640,0.66384864, N/A ,3,2,1,4,3.33,C,D,A,B+,B
285,GES,Guess?| Inc.,4.64,3,4.2,1199819260,1.19981926,0.0469,3.33,3.33,2.33,3.33,3.67,B+,C+,B+,A-,B+
286,SYF,Synchrony Financial,4.64,4,3.47,13599312900,13.5993129,0.0289,3.67,4.33,4.33,2.33,3.33,A+,A+,C+,B+,A-
287,APOG,Apogee Enterprises| Inc.,4.64,3,3.2,1068335040,1.06833504,0.0194,2.67,4.33,3,3.33,4.33,A+,B,B+,A+,B-
288,FLS,Flowserve Corporation,4.64,3,3.91,5138076700,5.1380767,0.0204,1.67,3.33,2,3.33,4.33,B+,C,B+,A+,C-
289,ASBFY,Associated British Foods plc,4.64,3,2,19714297900,19.7142979,0.0211,1.67,3,2.33,4,4,B,C+,A,A,C-
290,ITT,ITT Inc.,4.64,4,4.41,8159919100,8.1599191,0.0114,1,2.33,3.33,3.67,4.33,C+,B+,A-,A+,D
291,OSIS,OSI Systems| Inc.,4.64,3,4.5,2033047170,2.03304717, N/A ,2.33,2.33,2.67,3.67,4.33,C+,B-,A-,A+,C+
292,GRC,The Gorman-Rupp Company,4.63,4,5,829563900,0.8295639,0.0221,1.67,3.33,2,3.67,3.33,B+,C,A-,B+,C-
293,FMX,Fomento Econ¢mico Mexicano| S.A.B. de C.V.,4.63,4,4,35702157000,35.702157,0.0176,2.33,3.67,3.67,4,3.33,A-,A-,A,B+,C+
294,LRN,Stride| Inc.,4.63,4.33,4.2,1872263810,1.87226381, N/A ,2.67,2.33,2.67,3.33,3.67,C+,B-,B+,A-,B-
295,PAM,Pampa Energ¡a S.A.,4.63,N/A,3.44,4801443800,4.8014438, N/A ,4,3.67,2,4.33,3.67,A-,C,A+,A-,A
296,ODP,The ODP Corporation,4.63,3,4.33,1844256260,1.84425626, N/A ,3.67,1.67,2.33,3.33,3.67,C-,C+,B+,A-,A-
297,AMSC,American Superconductor Corporation,4.63,3,4.66,230469600,0.2304696, N/A ,2.67,2,1,4.33,3,C,D,A+,B,B-
298,ENIC,Enel Chile S.A.,4.63,4.5,3.66,4509247500,4.5092475,0.1019,4.33,4.33,3,4.33,2.33,A+,B,A+,C+,A+
299,WEX,WEX Inc.,4.63,3,3.93,8639338500,8.6393385, N/A ,1,3.33,4.33,4,3.33,B+,A+,A,B+,D
300,PRIM,Primoris Services Corporation,4.62,4,4.16,1753453310,1.75345331,0.0073,2,1.67,1.67,4.33,3,C-,C-,A+,B,C
301,BIDU,Baidu| Inc.,4.62,4,4.52,47905509000,47.905509, N/A ,2.33,3.67,4,3,3.33,A-,A,B,B+,C+
302,INXDF,The INX Digital Company| Inc.,4.62,N/A,N/A,56726908,0.056726908, N/A ,3.33,2.67,1.33,4.33,2.67,B-,D+,A+,B-,B+
303,TIMB,TIM S.A.,4.62,4,4,7427916800,7.4279168, N/A ,3,3.33,3.67,3.67,3.33,B+,A-,A-,B+,B
304,AIR,AAR Corp.,4.62,4,4.75,2055020540,2.05502054, N/A ,2.33,3.33,1.67,3.67,4.33,B+,C-,A-,A+,C+
305,GRAB,Grab Holdings Limited,4.62,4,4.56,13703040000,13.70304, N/A ,1.67,2.33,1,3,3.33,C+,D,B,B+,C-
306,NUVL,Nuvalent| Inc.,4.62,N/A,4.28,2737190140,2.73719014, N/A ,1.33,4,2.67,4.33,2.67,A,B-,A+,B-,D+
307,CDRE,Cadre Holdings| Inc.,4.62,3,4.5,966712700,0.9667127,0.0124,1.33,4,3,3.33,4,A,B,B+,A,D+
308,CX,CEMEX| S.A.B. de C.V.,4.61,3.5,3.78,9964008400,9.9640084, N/A ,3,3.33,3.33,4.33,3.33,B+,B+,A+,B+,B
309,APAM,Artisan Partners Asset Management Inc.,4.61,4,3,2975866880,2.97586688,0.0596,3,1.67,3.67,3.33,4,C-,A-,B+,A,B
310,LYV,Live Nation Entertainment| Inc.,4.61,3.66,4.21,19118379000,19.118379, N/A ,1,4,3.33,3.33,3.67,A,B+,B+,A-,D
311,FLR,Fluor Corporation,4.61,4,3.66,5098178600,5.0981786, N/A ,2,4.33,1.67,3.33,3,A+,C-,B+,B,C
312,VLVLY,AB Volvo (publ),4.61,3.5,2,41582035000,41.582035,0.0333,3.33,2.33,4,2.67,4.33,C+,A,B-,A+,B+
313,CNK,Cinemark Holdings| Inc.,4.61,3.5,3.81,1998708860,1.99870886, N/A ,1.67,4,2,3.67,3.67,A,C,A-,A-,C-
314,TXT,Textron Inc.,4.61,3.5,3.81,15094959100,15.0949591,0.001,1,1.67,3.33,3.33,3.67,C-,B+,B+,A-,D
315,OMAB,Grupo Aeroportuario del Centro Norte| S.A.B. de C.V.,4.61,4,3.85,4744856600,4.7448566,0.0392,2.33,3.33,4,4,3,B+,A,A,B,C+
316,ACA,Arcosa| Inc.,4.6,3,4.2,3644941060,3.64494106,0.0027,1,3,2.67,3.67,4.33,B,B-,A-,A+,D
317,GFF,Griffon Corporation,4.6,3.5,4.83,2119724160,2.11972416,0.0116,2,3.67,1.67,3.33,3.33,A-,C-,B+,B+,C
318,RPD,Rapid7| Inc.,4.6,3,3.45,2934925570,2.93492557, N/A ,1.67,4.33,2,3,3.33,A+,C,B,B+,C-
319,RGTI,Rigetti Computing| Inc.,4.6,2.33,4.66,256670208,0.256670208, N/A ,2.33,2,1,4.33,2.33,C,D,A+,C+,C+
320,GP,GreenPower Motor Company Inc.,4.6,3,4.75,88165680,0.08816568, N/A ,2.33,2.67,1,4.33,3,B-,D,A+,B,C+
321,QTWO,Q2 Holdings| Inc.,4.6,4,4.12,1908279300,1.9082793, N/A ,2,4,2.33,3.33,3.67,A,C+,B+,A-,C
322,AIT,Applied Industrial Technologies| Inc.,4.6,4,5,6082217000,6.082217,0.0089,1,1.67,3,3.67,4.33,C-,B,A-,A+,D
323,TSLX,Sixth Street Specialty Lending| Inc.,4.6,3.66,4.25,1771869440,1.77186944,0.0901,4,3.67,3.67,3.33,3.33,A-,A-,B+,B+,A
324,PBAM,Private Bancorp of America| Inc.,4.6,N/A,4.66,185811744,0.185811744, N/A ,3,2,1.67,3.33,4,C,C-,B+,A,B
325,TAC,TransAlta Corporation,4.59,4,4.18,2476822530,2.47682253,0.0174,3.33,4.33,2.67,3.67,4.33,A+,B-,A-,A+,B+
326,PAA,Plains All American Pipeline| L.P.,4.59,4,4.05,10629495800,10.6294958,0.0673,3,2,2.33,3,3.33,C,C+,B,B+,B
327,MUFG,Mitsubishi UFJ Financial Group| Inc.,4.59,4,4,1.05E+11,105.029,0.0263,1.33,2.33,4,4.33,2.67,C+,A,A+,B-,D+
328,DBX,Dropbox| Inc.,4.59,3.33,3.57,9592266800,9.5922668, N/A ,1.33,2,4.33,3.67,3,C,A+,A-,B,D+
329,JOB,GEE Group Inc.,4.59,3.5,N/A,70150352,0.070150352, N/A ,4,3.67,2,2.67,3.67,A-,C,B-,A-,A
330,ZM,Zoom Video Communications| Inc.,4.59,3.6,3.35,21539489800,21.5394898, N/A ,2,3.67,4,2.33,3.33,A-,A,C+,B+,C
331,KAR,OPENLANE| Inc.,4.59,4,3.44,1703118080,1.70311808, N/A ,2,2.33,2,3.33,3.33,C+,C,B+,B+,C
332,NTNX,Nutanix| Inc.,4.59,3,3.94,8416609300,8.4166093, N/A ,1,4.33,2.67,4,3,A+,B-,A,B,D
333,GIC,Global Industrial Company,4.58,3,4,1200151810,1.20015181,0.0247,2,2,3,3.33,4.33,C,B,B+,A+,C
334,AXS,AXIS Capital Holdings Limited,4.58,2,3.5,4892550700,4.8925507,0.0305,2.33,4,3.33,2.67,4,A,B+,B-,A,C+
335,PVH,PVH Corp.,4.58,4,3.76,4795927600,4.7959276,0.0019,1.33,4,2,3,3.33,A,C,B,B+,D+
336,RGA,Reinsurance Group of America| Incorporated,4.58,4,4.07,9509338100,9.5093381,0.0226,1.67,4.33,2.33,3,3.33,A+,C+,B,B+,C-
337,SMMF,Summit Financial Group| Inc.,4.58,N/A,3,352131520,0.35213152,0.0345,3.67,4.33,1.67,2.67,4.33,A+,C-,B-,A+,A-
338,AUPH,Aurinia Pharmaceuticals Inc.,4.58,2,4.12,1302275970,1.30227597, N/A ,2,4.33,3.33,3.67,4.33,A+,B+,A-,A+,C
339,BRY,Berry Corporation,4.58,4,3.5,632528190,0.63252819,0.0438,4,3.33,2.33,1.67,3.67,B+,C+,C-,A-,A
340,BB,BlackBerry Limited,4.58,2.66,3.1,3141522180,3.14152218, N/A ,1,4,1,3.33,3.67,A,D,B+,A-,D
341,CLW,Clearwater Paper Corporation,4.57,4,4,587280130,0.58728013, N/A ,3.67,4,2,2.67,4.33,A,C,B-,A+,A-
342,MGA,Magna International Inc.,4.57,4,3.76,16150157300,16.1501573,0.032,3.33,3,3,2.33,3.33,B,B,C+,B+,B+
343,CLOV,Clover Health Investments| Corp.,4.57,3,3,547893700,0.5478937, N/A ,4.33,4,3,3.33,4,A,B,B+,A,A+
344,QSI,Quantum-Si incorporated,4.57,4,5,323113600,0.3231136, N/A ,2.33,1.67,4.33,3.67,4,C-,A+,A-,A,C+
345,WSM,Williams-Sonoma| Inc.,4.57,3.83,3.03,9236231200,9.2362312,0.0233,2,2,4,3.33,3,C,A,B+,B,C
346,LAKE,Lakeland Industries| Inc.,4.57,3,4.5,112091600,0.1120916,0.0061,1.67,2.67,2,3.33,4,B-,C,B+,A,C-
347,LOPE,Grand Canyon Education| Inc.,4.57,4,4.33,3379302910,3.37930291, N/A ,1.67,2.33,4,3.33,4.33,C+,A,B+,A+,C-
348,SKX,Skechers U.S.A.| Inc.,4.57,4,4.38,7332246000,7.332246, N/A ,2,3.67,2.67,2.67,4.33,A-,B-,B-,A+,C
349,ARHS,Arhaus| Inc.,4.56,3.5,4.6,1408433660,1.40843366, N/A ,2.33,2.67,3,3,3.67,B-,B,B,A-,C+
350,SBGSY,Schneider Electric S.E.,4.56,4,2,94137983000,94.137983,0.0205,1,3.67,4.33,2.67,4.33,A-,A+,B-,A+,D
351,AMGN,Amgen Inc.,4.56,3.71,3.44,1.40E+11,140.305,0.0319,1,1.67,4.33,3.67,2.67,C-,A+,A-,B-,D
352,CIVI,Civitas Resources| Inc.,4.56,4.25,4.5,7804637700,7.8046377,0.024,3.33,4,3.33,3.67,2.67,A,B+,A-,B-,B+
353,OFG,OFG Bancorp,4.56,N/A,4.5,1392255870,1.39225587,0.0284,1.33,2.33,2,3.67,3.67,C+,C,A-,A-,D+
354,AGRO,Adecoagro S.A.,4.56,3.66,3.71,1257906690,1.25790669,0.0275,3.33,1.67,2.33,4.33,2.67,C-,C+,A+,B-,B+
355,EXTR,Extreme Networks| Inc.,4.56,4,4.28,3149487360,3.14948736, N/A ,2,3.67,3.67,4,3.33,A-,A-,A,B+,C
356,MKL,Markel Group Inc.,4.56,4,3.87,20180863000,20.180863, N/A ,2.67,2.67,3.33,4,3.33,B-,B+,A,B+,B-
357,PAC,Grupo Aeroportuario del Pac¡fico| S.A.B. de C.V.,4.55,4.5,3.14,9194693600,9.1946936,0.0434,3.33,3.33,3.67,2.67,3.67,B+,A-,B-,A-,B+
358,BKD,Brookdale Senior Living Inc.,4.55,3,3,771719740,0.77171974, N/A ,2.33,4.33,3.33,3.67,4.33,A+,B+,A-,A+,C+
359,UBAB,United Bancorporation of Alabama| Inc.,4.55,N/A,5,143552960,0.14355296,0.0118,1,4,1.67,3.67,4,A,C-,A-,A,D
360,ALV,Autoliv| Inc.,4.55,3.5,3.66,8218651600,8.2186516,0.0272,2.67,3.67,3,3.33,3.33,A-,B,B+,B+,B-
361,TENB,Tenable Holdings| Inc.,4.55,3.66,4.44,5384152600,5.3841526, N/A ,1,3.67,2.67,3,4.33,A-,B-,B,A+,D
362,VIPS,Vipshop Holdings Limited,4.55,4,4.36,7958325800,7.9583258, N/A ,3.67,2,3.67,2.67,3.33,C,A-,B-,B+,A-
363,WLDN,Willdan Group| Inc.,4.55,N/A,4.5,288757408,0.288757408, N/A ,2,2.67,1.67,3.67,4.33,B-,C-,A-,A+,C
364,CCAP,Crescent Capital BDC| Inc.,4.55,4,4.6,611886140,0.61188614,0.0977,4,2.33,4,3.67,3.33,C+,A,A-,B+,A
365,DCBO,Docebo Inc.,4.54,3,4.27,1318674300,1.3186743, N/A ,1.33,3,3.67,3.33,3.67,B,A-,B+,A-,D+
366,MLI,Mueller Industries| Inc.,4.54,3,5,4194568450,4.19456845,0.0156,4,1.67,4,2.33,3.67,C-,A,C+,A-,A
367,TWNK,Hostess Brands| Inc.,4.54,3,3.2,4437583900,4.4375839, N/A ,1,2,2,4.33,3,C,C,A+,B,D
368,CLPHY,CLP Holdings Limited,4.54,N/A,3,19174330400,19.1743304,0.0523,3.67,2.67,4,3.67,4,B-,A,A-,A,A-
